"Search Keyword","Users","Sessions","Searches"
"preventing long running jobs on high concurrency interactive clusters",1,1,"1"
"previous sf 00145768  2204200040005020",1,1,"1"
"pric",1,1,"1"
"price",1,1,"1"
"primary",1,1,"1"
"private databricks workspace",1,1,"1"
"private end point",1,1,"1"
"private libraries not installing on databricks clusters",1,1,"1"
"private link",1,1,"1"
"private link feature request",1,1,"1"
"private links for us-east-1 for new workspace",1,1,"1"
"private link環境におけるvpcエンドポイントの設計について",1,1,"1"
"privatelink構成において、ユーザー利用領域とワークスペースが異なるvpcの場合のネットワーク設計について",1,1,"1"
"problem overriding an output data",1,1,"1"
"problem reading xml files",1,1,"1"
"problem to create service principals",1,1,"1"
"problem with aws instance profiles on serverless endpoints",1,1,"1"
"problem with columns from autoloader reading",1,1,"1"
"problem with dbfs filestore",1,1,"1"
"problem with email invitation for new users",1,1,"1"
"problem with instalation dnsmasq",1,1,"1"
"problem with metastore in account console",1,1,"1"
"problem with private link deployment in aws",1,1,"1"
"problem with spark streaming executor lost",1,1,"1"
"problem with usage of spark excel library in databricks",1,1,"1"
"problema de conectividade databricks via firewall- saved",1,1,"1"
"problems when access adlsgen2 using a sas token provider",1,1,"1"
"problems with databricks cluster",1,1,"1"
"problems with databricks sql",1,1,"1"
"process failed in production",1,1,"1"
"process failed with awaitresult error",1,1,"1"
"prod autoloader to silver stream failing.",1,1,"1"
"prod databricks hard down",1,1,"1"
"prod issues due to inserterror - network issues",1,1,"1"
"prod job failed with timeout",1,1,"1"
"prod job fails after th ecluster issues",1,1,"1"
"prod job fails to start a cluster",1,1,"1"
"prod jobs failing with library issues",1,1,"1"
"prod performance issues on insight-rms-ro-001 cluster-",1,1,"1"
"prod showing hivemeta store catalog and objects are shown up slowly from it",1,1,"1"
"prod workspace in east us2 failing to perform actions with gateway timeout errors",1,1,"1"
"production clusters wont launch",1,1,"1"
"production databricks cluster fails to re-start",1,1,"1"
"production databricks workspace is down",1,1,"1"
"production env (pvc) operational databricks clusters are failing to start",1,1,"1"
"production etl job failing due to connection refused error",1,1,"1"
"production job stuck in running status indefinitely",1,1,"1"
"production jobs are failing due to connection timedout to databricks",1,1,"1"
"production jobs failing after moving to 10.4 runtime",1,1,"1"
"production process job that doesn't finish",1,1,"1"
"production streaming workloads failing on all-purpose cluster",1,1,"1"
"production workspace folders are missing in buckets when comparing to poc workspace",1,1,"1"
"progress of feature request",1,1,"1"
"projects files as dependency for dbx jobs",1,1,"1"
"prolonged execution time for pyspark sql jobs in azure databricks",1,1,"1"
"prometheus integration with databricks using datadog",1,1,"1"
"prometheus jobs-observability metrics",1,1,"1"
"promethues from databricks",1,1,"1"
"proof of tls1.2 being used for delta table jdbc connection",1,1,"1"
"provide nexus credentials to clusters",1,1,"1"
"provisioning cluster failure",1,1,"1"
"provisioning tools",1,1,"1"
"prune takes long time for queries on sql endpoint",1,1,"1"
"public network access to azure sql server required by databricks ???",1,1,"1"
"publications",1,1,"1"
"publish",1,1,"1"
"publish notebook",1,1,"1"
"pull databricks",1,1,"1"
"purchase order",1,1,"1"
"purge data",1,1,"1"
"purge disc",1,1,"1"
"purpose of some dbfs subfolders",1,1,"1"
"push to the repo",1,1,"1"
"pvc audit logging job failure issue",1,1,"1"
"pvc databricks rds instance types query",1,1,"1"
"pvc upgrade from 3.47 to 3.55",1,1,"1"
"py4jjavaerror: an error occurred while calling o69119.collecttopython",1,1,"1"
"pycharm community edition with databricks connect",1,1,"1"
"pyodbc has beem installed but there still got the error :modulenotfounderror: no module named 'pyodbc'",1,1,"1"
"pypi libray installation failed",1,1,"1"
"pyspark",1,1,"1"
"pyspark error when trying to insert spark dataframe into databricks table",1,1,"1"
"pyspark jdbc tuning",1,1,"1"
"pyspark sql",1,1,"1"
"pyspark sql dataframe: incorrect / inconsistent count results",1,1,"1"
"pyspark testing in databricks",1,1,"1"
"pyspark udf",1,1,"1"
"pyspark upsert",1,1,"1"
"pyspark window functions",1,1,"1"
"python 3.10",1,1,"1"
"python 3.6 in databricks",1,1,"1"
"python code generates stdout overflow",1,1,"1"
"python file not uploading in the repository section",1,1,"1"
"python lib install failed in databricks cluster",1,1,"1"
"python lib install failed in databricks cluster- saved",1,1,"1"
"python library",1,1,"1"
"python packag issue module 'lib' has no attribute 'x509_v_flag_cb_issuer_check'",1,1,"1"
"python pandas generates com.databricks.rpc.rpcresponsetoolarge error",1,1,"1"
"python raw file",1,1,"1"
"python read database",1,1,"1"
"python read databasetables",1,1,"1"
"python shell exit code: 143",1,1,"1"
"python shell exits with 143 exception and repl gets restarted continously | arr sr# 2204060030001258",1,1,"1"
"python shell exits with 143 exception and repl gets restarted continously | arr sr# 2204060030002257",1,1,"1"
"python version",1,1,"1"
"python version/library issue - hundreds of jobs are failing starting today",1,1,"1"
"python virtual env for all purpose and job clusters",1,1,"1"
"pythonとnode.jsのサポ切れによる影響",1,1,"1"
"qa-uat users status is inactive",1,1,"1"
"queri",1,1,"1"
"queries",1,1,"1"
"queries cancelling automatically after external hive metastore setup",1,1,"1"
"queries on 6.4 extended support databricks runtime decommision",1,1,"1"
"queries regarding hosted metastore",1,1,"1"
"queries running for a long time after adding spark config",1,1,"1"
"queries stuck in running state in sql endpoint",1,1,"1"
"queries that used to work on 5.5lts   fail in 10.4 lts",1,1,"1"
"query",1,1,"1"
"query about azure resources required to improve databricks processing",1,1,"1"
"query about databricks audit logs",1,1,"1"
"query access issue in databricks sql",1,1,"1"
"query failing",1,1,"1"
"query filter not showing up in databricks sql dashboard",1,1,"1"
"query latest version from delta table",1,1,"1"
"query on cluster access",1,1,"1"
"query on partition table is taking more time than the non-partition table.",1,1,"1"
"query performance on warehouse - sql endpoint",1,1,"1"
"query performs poorly on job cluster, fine on all-purpose",1,1,"1"
"query profile is empty",1,1,"1"
"query profile not available",1,1,"1"
"query regarding jdbc driver properties",1,1,"1"
"query regarding photon and graviton instance types",1,1,"1"
"query regarding the cluster creation and access",1,1,"1"
"query related error",1,1,"1"
"query returning wrong results",1,1,"1"
"query samples database",1,1,"1"
"query security vulnerability mitigation",1,1,"1"
"query string is too long",1,1,"1"
"query stuck in running state",1,1,"1"
"query takes 5-6s to execute from the moment it starts",1,1,"1"
"query using odbc is getting stuck",1,1,"1"
"query watchdog ""dry run"" mode",1,1,"1"
"query watchdog config outputratiothreshold is not working as expected",1,1,"1"
"querying a view is not displaying data from some tables",1,1,"1"
"querying data at an external location sometimes fails",1,1,"1"
"question about configuration in databricks cluster",1,1,"1"
"question about flags for clusters creation from a docker image",1,1,"1"
"question about implementaion of a kinesis sink",1,1,"1"
"question on databricks secret redaction",1,1,"1"
"question on dlt charge",1,1,"1"
"question on managed table",1,1,"1"
"question to maintenance reminders",1,1,"1"
"questions about the spark submit and jar submit",1,1,"1"
"questions on the scim",1,1,"1"
"quick ask to check backend logs to fetch cluster configs of auto deleted clusters.",1,1,"1"
"quickstart",1,1,"1"
"quickstart aws",1,1,"1"
"quickstart encryption",1,1,"1"
"quickstart labs",1,1,"1"
"quickstart option is not available on the workspaces page",1,1,"1"
"quota",1,1,"1"
"quota exceeded",1,1,"1"
"quota request for compute-vm (cores-vcpus) subscription limit increases",1,1,"1"
"quota request for other requests - unable to start the cluster",1,1,"1"
"r - generated html not rendering in databricks notebooks",1,1,"1"
"r - timeout was reached: [westeurope-c2.azuredatabricks.net] resolving timed out after 10000 milliseconds",1,1,"1"
"r data.frame",1,1,"1"
"r job package installation failure genie request",1,1,"1"
"r machine learning",1,1,"1"
"r notebook save",1,1,"1"
"r package installation failure",1,1,"1"
"r packages",1,1,"1"
"r shiny",1,1,"1"
"r studio cluster not coming up for the r studio app",1,1,"1"
"random 403 issues when reading file on datalake",1,1,"1"
"random data drop in field reporting sales",1,1,"1"
"random failures when trying to access mount path",1,1,"1"
"random failures when trying to access mount path | arr sr# 2203040030000703",1,1,"1"
"random issues with azure spot instances",1,1,"1"
"random users added to account",1,1,"1"
"rapids on single node",1,1,"1"
"ray on databricks with error",1,1,"1"
"rca for issue faced on 05/23/2022 related to vm instance quota failure",1,1,"1"
"rdata frame",1,1,"1"
"rdds as a result of read_csv are different in dbr ver. 7.3 and 10.4 lts",1,1,"1"
"rds error on control plane",1,1,"1"
"re : vpc cidr clock for https://asurion-prod-edp.cloud.databricks.com/",1,1,"1"
"read csv/zip files from github",1,1,"1"
"read delta with athena",1,1,"1"
"read excel files",1,1,"1"
"read from snowflake - job aborted due to stage failure",1,1,"1"
"read json/csv files  from a bitbucket repository that is directly connected to databricks.",1,1,"1"
"read parquet hanging",1,1,"1"
"reader access for audit and governance of workspace users, groups, members of group and check cluster permissions etc.",1,1,"1"
"reading delta table with non-existent starting version hangs/blocks.",1,1,"1"
"reading delta tables using hive not working as expected",1,1,"1"
"reading images is very slow",1,1,"1"
"readstream & writestream issue",1,1,"1"
"rearranging columns in delta table",1,1,"1"
"receiving several errors in the event logs for several photon clusters",1,1,"1"
"recommended way to deploy interactive dashboards",1,1,"1"
"recover",1,1,"1"
"recover a deleted a cluster",1,1,"1"
"recover a deleted job",1,1,"1"
"recover cluster",1,1,"1"
"recover databricks cluster",1,1,"1"
"recover deleted azure databricks workspace",1,1,"1"
"recover deleted azure databricksm",1,1,"1"
"recover deleted branch in repo",1,1,"1"
"recover deleted cluster",1,1,"1"
"recover from trash",1,1,"1"
"recover job",1,1,"1"
"recover notebook",1,1,"1"
"recover previous version of databrick as notebooks have been overwritten",1,1,"1"
"recover the deleted notebooks that are not committed from repos",1,1,"1"
"recover the overwritten notebooks",1,1,"1"
"recovery delete workspace",1,1,"1"
"recovery related issue.",1,1,"1"
"redash",1,1,"1"
"redirect uris",1,1,"1"
"redis",1,1,"1"
"redis on dbr 7.3 ?",1,1,"1"
"redshift issue connection",1,1,"1"
"ref:_00d61jgc4._5008y1ta7oh",1,1,"1"
"ref:_00d61jgc4._5008y1ta7oh:ref",1,1,"1"
"ref:_00d61jgc4._5008y1up6bg",1,1,"1"
"ref:_00d61jgc4._5008y1uqgfp:ref",1,1,"1"
"reference error code: 68bbdc19bf3447289d4f7a5f6566a47f",1,1,"1"
"refund on test",1,1,"1"
"refused to connect",1,1,"1"
"reg virtualenv",1,1,"1"
"regarding the recent change in databricks",1,1,"1"
"regex for spark version in cluster policy doesn't work as expected",1,1,"1"
"register for exam",1,1,"1"
"register tables for dlt",1,1,"1"
"registering for  exam",1,1,"1"
"registration",1,1,"1"
"regular spark driver failures in job after upgrading 9.1lts to 10.4lts",1,1,"1"
"related to data domains pipelines status failure",1,1,"1"
"relationship",1,1,"1"
"relationship with created table and its source file.",1,1,"1"
"reliable cluster configurations",1,1,"1"
"remediate twistlock in the docker hub image",1,1,"1"
"remote github repos does not work for our use case",1,1,"1"
"remote rpc client disassociated. likely due to containers exceeding thresholds, or network issues.",1,1,"1"
"remote rpc error",1,1,"1"
"remove course",1,1,"1"
"remove databricks account admin",1,1,"1"
"remove space",1,1,"1"
"rename deployment name prefix",1,1,"1"
"renew",1,1,"1"
"reopening case number # 00133120",1,1,"1"
"repai | global temps failing in new shard",1,1,"1"
"repartition",1,1,"1"
"repl",1,1,"1"
"replacement of account admin",1,1,"1"
"replicating data to databrics slow when doing certain operations",1,1,"1"
"repo error",1,1,"1"
"repo in community edition",1,1,"1"
"repo notebook fails when using dbutils.notebook.run",1,1,"1"
"repo out of sync",1,1,"1"
"report outage",1,1,"1"
"reporting",1,1,"1"
"repos",1,1,"1"
"repos allow list not working",1,1,"1"
"repos creation",1,1,"1"
"repos push error",1,1,"1"
"repos tab not opening",1,1,"1"
"request access in iiq",1,1,"1"
"request assistance to enable slack as alert destination",1,1,"1"
"request authentication issue",1,1,"1"
"request rca from a cluster creation failure",1,1,"1"
"request to delete legacy account",1,1,"1"
"request to increase the public ip address quota limit for your subscription.",1,1,"1"
"request to increase total number of workspace count",1,1,"1"
"request to know the fix the failure of this job run",1,1,"1"
"request to know the max_user_connections limit to hive metatsore",1,1,"1"
"request to know the steps to create service account and service principal via databricks ui",1,1,"1"
"requesting guidance on token rotation mechanism",1,1,"1"
"requesting workspace access for looking into 403 error on job run",1,1,"1"
"require assistance for cross bucket write access",1,1,"1"
"require help on connecting from azure databricks to microsoft sql server using integratedsecurity option",1,1,"1"
"required libraries were not installed when clusters started, causing problems in running jobs on clusters,",1,1,"1"
"required libraries were not installed when clusters started, causing problems in running jobs on clusters,- saved",1,1,"1"
"reschedule",1,1,"1"
"reschedule exam",1,1,"1"
"reset passwor community edition",1,1,"1"
"reset password academy",1,1,"1"
"resource",1,1,"1"
"resource /subscriptions/a7bdf2e3-b855-4dda-ac93-047ff722cbbd/resourcegroups/databricks-rg-odsdatabricks-ltbckex5ebcqw/providers/microsoft.network/networkinterfaces/ac576e96c57f4f5e908521afa4000ea3-privatenic not found",1,1,"1"
"resource required to append to a delta table",1,1,"1"
"rest api connectivity issues from adb notebook",1,1,"1"
"restart cluster",1,1,"1"
"restoration of metadata (users, notebooks, cluster configuration) from deleted cluster",1,1,"1"
"restore a user account",1,1,"1"
"restore cluster",1,1,"1"
"restore job",1,1,"1"
"restore notebook",1,1,"1"
"restore users pat and user to a databricks workspace",1,1,"1"
"restoring a recently-deleted cluster",1,1,"1"
"results",1,1,"1"
"retrieve a deleted notebook",1,1,"1"
"retrieve data from databricks s3 bucker",1,1,"1"
"retrieve instance metadata ip address not working",1,1,"1"
"retrieve notebook",1,1,"1"
"retry limit error",1,1,"1"
"retry policy의 wait 시간에 관련 문제",1,1,"1"
"retryingblockfetcher",1,1,"1"
"retryinghmshandler",1,1,"1"
"reverse credentialsprovider setting",1,1,"1"
"reynold xin connect",1,1,"1"
"rg.apache.spark.sparkexception: job aborted due to stage failure: shufflemapstage 50852 (count at <unknown>:0) has failed the maximum allowable number of times: 4. most recent failure reason: org.apache.spark.shuffle.metadatafetchfailedexception: missing an output location for shuffle 3409 at org.apache.spark.mapoutputtracker$.$anonfun$convertmapstatuses$2(mapoutputtracker.scala:1163) at org.apache.spark.mapoutputtracker$.$anonfun$convertmapstatuses$2$adapted(mapoutputtracker.scala:1159) at scal",1,1,"1"
"rivision history",1,1,"1"
"rjob aborted due to stage failure: shufflemapstage 50852 (count at &lt;unknown&gt;:0) has failed the maximum allowable number of times: 4. most recent failure reason: org.apache.spark.shuffle.metadatafetchfailedexception: missing an output location for shuffle 3409 	at org.apache.spark.mapoutputtracker$.$anonfun$convertmapstatuses$2(mapoutputtracker.scala:1163) 	at org.apache.spark.m",1,1,"1"
"rnd - production jobs failed with network connectivity issue",1,1,"1"
"roles",1,1,"1"
"root bucket error in log4j",1,1,"1"
"root bucket versioning",1,1,"1"
"root cause for slow jobs",1,1,"1"
"row number",1,1,"1"
"row order issue",1,1,"1"
"rpy2==3.4.2",1,1,"1"
"rserveexception: eval failed-memory issues",1,1,"1"
"rstudio init script fails",1,1,"1"
"rstudio not working",1,1,"1"
"rstudio notebooks on rbase:10.4-lts requires additional installs",1,1,"1"
"rstudio on databricks caches",1,1,"1"
"rstudio settings deleted after each cluster reboot, need help setting backup job on video call",1,1,"1"
"run git notebook using %run",1,1,"1"
"run notepad",1,1,"1"
"run query/download combination fails",1,1,"1"
"run result unavailable: job failed with error message 403: invalid authorization",1,1,"1"
"run result unavailable: job failed with error message com.microsoft.azure.storage.storageexception: the server is busy. cause: the server is busy.",1,1,"1"
"run result unavailable: job failed with error message failed to acquire mysql lock job-1.",1,1,"1"
"running a simple code takes a long time",1,1,"1"
"running command",1,1,"1"
"running command...",1,1,"1"
"runs failing with ""failed to acquire mysql lock job-1""",1,1,"1"
"runtime 10.4 - checkpoint reading error",1,1,"1"
"runtime exception (read timed out) while connecting to cosmos",1,1,"1"
"runtime notification filtering files for query mean",1,1,"1"
"runtimeerror: could not open socket",1,1,"1"
"runtimeerror: could not open socket: [""tried to connect to ('127.0.0.1', 33569), but an error occurred: [errno 104] connection reset by peer""]",1,1,"1"
"runtimeexception: hivemetastoreclient error",1,1,"1"
"s3 access cost has increased",1,1,"1"
"s3 access issues since monday",1,1,"1"
"s3 api request being redirected via external hive metastore",1,1,"1"
"s3 bucket",1,1,"1"
"s3 forbidden error in databricks job",1,1,"1"
"s3 storage too high",1,1,"1"
"s500 | highly escalated| job performance degredation",1,1,"1"
"s500 | highly escalated| job performance degredation | follow up 00158676",1,1,"1"
"saas",1,1,"1"
"salesforce connector",1,1,"1"
"same job sometimes runs for ever",1,1,"1"
"saml error while setting up",1,1,"1"
"sample data query slow",1,1,"1"
"sandbox",1,1,"1"
"sas grid",1,1,"1"
"sas users",1,1,"1"
"save",1,1,"1"
"save r plots",1,1,"1"
"saving dataframe as managed tables on s3",1,1,"1"
"saving dataframe to db table results in inserting duplicates",1,1,"1"
"sbt",1,1,"1"
"scala long to int",1,1,"1"
"scala not working",1,1,"1"
"scheduled dashboard not sending email after refreshing",1,1,"1"
"scheduled job - pass start date as parameter to notebook",1,1,"1"
"scheduled job did not get cluster assigned.",1,1,"1"
"scheduled job failed",1,1,"1"
"scheduled job failure - keyboardinterrupt exception",1,1,"1"
"scheduled job unable to run",1,1,"1"
"scheduled notebooks fails inconsistenly",1,1,"1"
"schema",1,1,"1"
"schema ambi",1,1,"1"
"schema browser not wworking",1,1,"1"
"schema creation fails with exception 'ctlg_name'",1,1,"1"
"schema evolution capture",1,1,"1"
"schema updation in delta tables",1,1,"1"
"schema versioning",1,1,"1"
"scim api",1,1,"1"
"scim api timeouts with okta integration",1,1,"1"
"scim issue",1,1,"1"
"scim users not respoding",1,1,"1"
"scope acl add multiple user",1,1,"1"
"score_batch",1,1,"1"
"scriptalert(1)e/scripte",1,1,"1"
"scroll right",1,1,"1"
"seaborn",1,1,"1"
"search a string in workspace",1,1,"1"
"search all queries by created by or owner name",1,1,"1"
"search inside notebooks",1,1,"1"
"search jobs",1,1,"1"
"search workspace",1,1,"1"
"secondary analysis",1,1,"1"
"secret",1,1,"1"
"secret access control",1,1,"1"
"secret contents able to be read",1,1,"1"
"secret does not exist with scope",1,1,"1"
"secret key",1,1,"1"
"secret manager service api has complete failure or connection timed outs",1,1,"1"
"secret scope has invalid_state: databricks could not access keyvault:",1,1,"1"
"secret token",1,1,"1"
"secrets are visible cluster",1,1,"1"
"secrets are visible on cluster output",1,1,"1"
"secrets not being redacted in driver log - 2204140010001013",1,1,"1"
"secrets not being redacted in driver log 2204140010001013 - 2112120010000141",1,1,"1"
"secrets stored in secret scope are visible using a for loop to print each character of the secret",1,1,"1"
"secure s3 access via instance profiles disabled ecr access for container services",1,1,"1"
"security  compliance",1,1,"1"
"security feature",1,1,"1"
"security finding/vulnerability - certificate",1,1,"1"
"security group missing",1,1,"1"
"security vulnerabilities",1,1,"1"
"sedona jars",1,1,"1"
"see case number # 00140994",1,1,"1"
"seeing different behavior when using the intersect function on dataframes compared to using the intersect function in ibm",1,1,"1"
"select",1,1,"1"
"select * from delta doesn't work on spark 3.2",1,1,"1"
"select all filter",1,1,"1"
"select current_user does not via databricks-connect but works in notebook",1,1,"1"
"select date",1,1,"1"
"select is not running, using all nodes and didnt fail or complete",1,1,"1"
"select min date",1,1,"1"
"select min date in sql",1,1,"1"
"self paced- can't find a course",1,1,"1"
"self study course etl-part1 -  classroom setup error",1,1,"1"
"selfbootstrap failure",1,1,"1"
"send email",1,1,"1"
"send email in notebook",1,1,"1"
"send email innotebook",1,1,"1"
"send email when new platform update",1,1,"1"
"sending logs from databricks to appinsights is not working",1,1,"1"
"sentence transformers are not working with db notebooks",1,1,"1"
"sentiment",1,1,"1"
"server",1,1,"1"
"server host name",1,1,"1"
"server name",1,1,"1"
"serverless endpoint has constant activity",1,1,"1"
"serverless endpoint won't start",1,1,"1"
"service availability",1,1,"1"
"service availablity",1,1,"1"
"service fault",1,1,"1"
"service fault on submitted jobs",1,1,"1"
"service principal",1,1,"1"
"service principle didn't sync successfully to databricks using scim",1,1,"1"
"serving a keras model with custom loss",1,1,"1"
"session timeout interval for workspace login?",1,1,"1"
"set mask",1,1,"1"
"set spark.driver.maxresultsize bigger than your dataset result size.",1,1,"1"
"set time zone",1,1,"1"
"set username while running sql queries in notebook",1,1,"1"
"setting up dbt to not export to dbfs",1,1,"1"
"settings row number",1,1,"1"
"setup cluster for lgbm",1,1,"1"
"setup netrc",1,1,"1"
"setup sso for our account console",1,1,"1"
"sev a - arr - facing issue running jobs using databricks sql connector",1,1,"1"
"sev a arr adobe cso - critical support ticket - jobs failing with no changes - sev 1",1,1,"1"
"sev a urgent:arr:streaming job failed every 1 hour with interactive cluster:sr2206130040005127",1,1,"1"
"sev a- arr - facing issues with various libraries in 10.4 dbr",1,1,"1"
"sev b - 2206270030001442 -  need to change sharing setting for sql queries",1,1,"1"
"sev b - 2206270030001442 - need to change sharing setting for sql queries",1,1,"1"
"sev c - 2206220050001747 - multiple jobs failed due to the cluster issue",1,1,"1"
"seva-arr:cluster note is having an issue with gc memory",1,1,"1"
"several of di’s jobs threw errors related to s3 path issues",1,1,"1"
"sf:00180321",1,1,"1"
"sh cmd",1,1,"1"
"share dashboard",1,1,"1"
"share dashboards",1,1,"1"
"share file",1,1,"1"
"share models across workspaces implementation giving ""403' error",1,1,"1"
"sharing",1,1,"1"
"sharing things",1,1,"1"
"sharing things that need fixation",1,1,"1"
"shipping address",1,1,"1"
"show all columns for row",1,1,"1"
"show current role",1,1,"1"
"show grant is not working",1,1,"1"
"show overload",1,1,"1"
"show repo in icon",1,1,"1"
"show rownumber",1,1,"1"
"show upload status",1,1,"1"
"show view definition",1,1,"1"
"showroles not showing all the collibra rows",1,1,"1"
"shuffle.partitions",1,1,"1"
"shut down a cluster",1,1,"1"
"side-by-side",1,1,"1"
"sign up",1,1,"1"
"significant performance degradation when upgrating from 9.1 ml lts to 10.4 ml lts. 'process test performance",1,1,"1"
"significant performance degradation when upgrating from 9.1 ml lts to 10.4 ml lts. 'process test performance'",1,1,"1"
"simba jdbc",1,1,"1"
"simple head of sparkdf fails",1,1,"1"
"single node卻跑兩個vm- saved",1,1,"1"
"single personal token across different workspace",1,1,"1"
"single sign on",1,1,"1"
"single sign on power bi",1,1,"1"
"single sign-on authentication failed.",1,1,"1"
"slow execution of databricks notebook",1,1,"1"
"slow job",1,1,"1"
"slow performance observed in a frequently running job on production",1,1,"1"
"slow query",1,1,"1"
"slow to write pyspark df to snowflake",1,1,"1"
"slow ui responsiveness and loading times in a particular notebook",1,1,"1"
"slowness in query execution.",1,1,"1"
"slowness problems with teradata from databricks",1,1,"1"
"slowness with using withfield function on delta table data",1,1,"1"
"snowflake",1,1,"1"
"snowflake connectivity issue",1,1,"1"
"snowflake connector",1,1,"1"
"snowflake sso python connector",1,1,"1"
"soc 2",1,1,"1"
"softwar",1,1,"1"
"software",1,1,"1"
"solution for local unit test delta write",1,1,"1"
"some databricks notebooks have been extremely very sluggish for the past week",1,1,"1"
"some inconsistent stats in the few feature 'data profile'",1,1,"1"
"some jobs unable to run",1,1,"1"
"some of the datbricks jobs got stalled when run multipel databricks jobs",1,1,"1"
"some users with ""can manage"" access have lost the ability to clone folders/notebooks",1,1,"1"
"sometimes, queries use photon runtime run slower than one without photon",1,1,"1"
"sorted bucketing does not eliminate sorting from plan",1,1,"1"
"sp805: getting started with apache spark sql (aws databricks) – course",1,1,"1"
"spakr connection aws documentdb",1,1,"1"
"spam email from databricks notebook found by ms cyber team",1,1,"1"
"spar 3.2.1 dbr giving error on partitionby() command",1,1,"1"
"spark 10.4 lts issue",1,1,"1"
"spark 3.2 unable to access hive tables with underlying snappy format",1,1,"1"
"spark certification",1,1,"1"
"spark cluster stuck terminating",1,1,"1"
"spark commands get stuck",1,1,"1"
"spark conf",1,1,"1"
"spark config",1,1,"1"
"spark config default table format",1,1,"1"
"spark creating a new dataframe from a dataframe with given schema failed with arrayindexoutofboundsexception error",1,1,"1"
"spark csv reader is mis-interpreting date format",1,1,"1"
"spark dataframe is getting column name in row data, instead of values",1,1,"1"
"spark dataframe is not able to read column that contains data as #value",1,1,"1"
"spark down failures",1,1,"1"
"spark driver",1,1,"1"
"spark driver does not come up due to slf4j classnotfound exception",1,1,"1"
"spark driver fails on write operation on azure synapse and failure in azure synapse connection to adls2 account",1,1,"1"
"spark driver issues when triggering job",1,1,"1"
"spark dynamo db",1,1,"1"
"spark error",1,1,"1"
"spark error: driver down",1,1,"1"
"spark exception",1,1,"1"
"spark expert assistance with pandas udf implementation",1,1,"1"
"spark group byy",1,1,"1"
"spark image processing very slow",1,1,"1"
"spark in cluster is  down and could not start normally. please see logs of run id 65776 and 65862",1,1,"1"
"spark intelligent assistant",1,1,"1"
"spark job constantly fails due to executor loss failure",1,1,"1"
"spark job failing intermittently",1,1,"1"
"spark job failing with aws_insufficient_instance_capacity_failure",1,1,"1"
"spark job failing with no space error",1,1,"1"
"spark job fails failing in the shuffle stage : fetchfailedexception",1,1,"1"
"spark job fails when it tries to write data",1,1,"1"
"spark job getting stuck but it was running fine with more records previously| arr sr# 2206110030000120",1,1,"1"
"spark job hang",1,1,"1"
"spark job hangs indefinitely when encountering java.nio.file.accessdeniedexception during `insertinto()` call",1,1,"1"
"spark job hangs when trying to write to elasticsearch",1,1,"1"
"spark job is taking more than expected time to run in new clusters az-2 and az-3, while working as expected in old cluster az-1.",1,1,"1"
"spark job not progressing.",1,1,"1"
"spark job stalls",1,1,"1"
"spark job taking long hours to complete processing",1,1,"1"
"spark job was stuck for 8.9hrs",1,1,"1"
"spark job: error transportresponsehandler",1,1,"1"
"spark jobs are retaining in the spark ui and can't be killed in wsa-query-cluster",1,1,"1"
"spark jobs stay in stage 0 forever",1,1,"1"
"spark kafka from_avro, to_avro doesnt register schema with schema registry while writing data to kafka",1,1,"1"
"spark pandas api performance issues",1,1,"1"
"spark performance issue when upgrading to 10.4lts",1,1,"1"
"spark readstream fails to infer schema",1,1,"1"
"spark security overhead impacting performance",1,1,"1"
"spark session",1,1,"1"
"spark sql failing",1,1,"1"
"spark sql filename as field",1,1,"1"
"spark sql legacy property not working for delta table",1,1,"1"
"spark sql temporary view",1,1,"1"
"spark stream freeze",1,1,"1"
"spark streaming - push down filters",1,1,"1"
"spark streaming dataframe omitting 'email' column when printed after flattening the json files | arr sr# 2204050030001227",1,1,"1"
"spark streaming failed on processing data.",1,1,"1"
"spark streaming job continues in background while status is failed",1,1,"1"
"spark streaming job stops loading the data intermittently",1,1,"1"
"spark streaming rewriting files unnecessarily",1,1,"1"
"spark streaming stalled after a couple days",1,1,"1"
"spark streaming with aws glue job takes long time to write data",1,1,"1"
"spark structured streaming job failed to read a parquet file in s3 using foreachbatch sink",1,1,"1"
"spark submit",1,1,"1"
"spark submit job never completes",1,1,"1"
"spark ui",1,1,"1"
"spark ui is not presented well",1,1,"1"
"spark ui not working when using sparklisteners",1,1,"1"
"spark version change issue",1,1,"1"
"spark version upgrade to 10.x is resulting in error for streaming source (kafka topic)",1,1,"1"
"spark-deep-learn",1,1,"1"
"spark.catalog.listdatabases",1,1,"1"
"spark.conf.set(""sess.",1,1,"1"
"spark.conf.set(""spark.databricks.io.cache.enabled"", true) not working",1,1,"1"
"spark.conf.set(""spark.default.parallelism"",90) not working in notebook",1,1,"1"
"spark.databricks.delta.formatcheck",1,1,"1"
"spark.databricks.delta.formatcheck.enabled",1,1,"1"
"spark.databricks.delta.formatcheck.enabled false",1,1,"1"
"spark.databricks.enablewsfs",1,1,"1"
"spark.databricks.enablewsfs false",1,1,"1"
"spark.databricks.optimizer.propagatephysicaltraitsthroughaliasforproject.enabled",1,1,"1"
"spark.local.dir",1,1,"1"
"spark.ml logistic regression fit slows down after cluster upsize",1,1,"1"
"spark.sql.shuffle.partitions does not work",1,1,"1"
"spark.view",1,1,"1"
"spark_image_download_failure",1,1,"1"
"spark_partition_id function",1,1,"1"
"sparkexception - job aborted due to stage failure",1,1,"1"
