,label_0,freq_0,label_1,freq_1,label_2,freq_2,label_3,freq_3,label_4,freq_4,label_5,freq_5
564,"('Variability response functions for statically determinate beams with arbitrary nonlinear constitutive laws', 'Self-consistent dynamical model of the Broad Line Region', 'Linearization of the box-ball system: an elementary approach')",2.0,"('SLAM-Assisted Coverage Path Planning for Indoor LiDAR Mapping Systems', 'Probabilistic Surfel Fusion for Dense LiDAR Mapping')",2,"('Stability of the Poincaré bundle', 'The affine approach to homogeneous geodesics in homogeneous Finsler spaces')",2.0,"('Deep Multi-View Spatial-Temporal Network for Taxi Demand Prediction', 'Bridging the Gap Between Layout Pattern Sampling and Hotspot Detection via Batch Active Learning')",2.0,"('BOLD5000: A public fMRI dataset of 5000 images', 'Computational and informatics advances for reproducible data analysis in neuroimaging', 'Deep Learning for micro-Electrocorticographic (μECoG) Data', 'Interpretable LSTMs For Whole-Brain Neuroimaging Analyses', 'Simulating Brain Signals: Creating Synthetic EEG Data via Neural-Based Generative Models for Improved SSVEP Classification', 'Seemless Utilization of Heterogeneous XSede Resources to Accelerate Processing of a High Value Functional Neuroimaging Dataset', 'Optimizing deep video representation to match brain activity', 'MEG-Derived Functional Tractography, Results for Normal and Concussed Cohorts')",2.0,,
565,"('Growing length scale accompanying the vitrification: A perspective based on non-singular density fluctuations', 'Molecular Simulation of Caloric Properties of Fluids Modelled by Force Fields with Intramolecular Contributions: Application to Heat Capacities')",2.0,"('A Graph Model with Indirect Co-location Links', 'A supervised approach to time scale detection in dynamic networks')",2,"('Galois descent of semi-affinoid spaces', 'On the non commutative Iwasawa main conjecture for abelian varieties over function fields', 'Conservativity of realizations on motives of abelian type over finite fields', '$\\overline{M}_{1,n}$ is usually not uniruled in characteristic $p$', 'No minimal tall Borel ideal in the Katětov order')",2.0,"('Iteratively reweighted $\\ell_1$ algorithms with extrapolation', 'Dimension-free Information Concentration via Exp-Concavity', ""Shannon's entropy and its Generalizations towards Statistics, Reliability and Information Science during 1948-2018"")",2.0,"('$\\mathcal{R}_{0}$ fails to predict the outbreak potential in the presence of natural-boosting immunity', 'Global stability of a network-based SIRS epidemic model with nonmonotone incidence rate', 'Robust parameter determination in epidemic models with analytical descriptions of uncertainties', 'Who is the infector? Epidemic models with symptomatic and asymptomatic cases', 'Expected Time to Extinction of SIS Epidemic Model Using Quasy Stationary Distribution', 'On the scaling patterns of infectious disease incidence in cities', 'Vulnerability to pandemics in a rapidly urbanizing society', 'Epidemiological impact of waning immunization on a vaccinated population', 'Early warning signals in plant disease outbreaks', 'Spatial Models of Vector-Host Epidemics with Directed Movement of Vectors Over Long Distances', 'Endemicity and prevalence of multipartite viruses under heterogeneous between-host transmission')",2.0,,
566,"('WOMBAT: A Scalable and High Performance Astrophysical MHD Code', 'Cross-Correlation Redshift Calibration Without Spectroscopic Calibration Samples in DES Science Verification Data', 'Probing the gravitational redshift with an Earth-orbiting satellite')",2.0,"('Securing Virtual Network Function Placement with High Availability Guarantees', 'A Survey of Parallel A*')",2,"('Characterizations of quasitrivial symmetric nondecreasing associative operations', 'An automata group of intermediate growth and exponential activity', 'Stability of Valuations: Higher Rational Rank', 'Stable representations of posets', 'Ternary and $n$-ary $f$-distributive Structures')",2.0,"('An empirical study on evaluation metrics of generative adversarial networks', 'The Unusual Effectiveness of Averaging in GAN Training', 'DOPING: Generative Data Augmentation for Unsupervised Anomaly Detection with GAN')",2.0,"('Kinetics of Protein-DNA Interactions: First-Passage Analysis', 'Kinky DNA in solution: Small angle scattering study of a nucleosome positioning sequence', 'Strong deformations of DNA: Effect on the persistence length', 'The self-referring DNA and protein: a remark on physical and geometrical aspects', 'End-to-end distance and contour length distribution functions of DNA helices', 'Kinetic Trans-assembly of DNA Nanostructures', 'Frictional Effects on RNA Folding: Speed Limit and Kramers Turnover', 'Single-molecule imaging of DNA gyrase activity in living Escherichia coli', 'Determinants of cyclization-decyclization kinetics of short DNA with sticky ends', 'Unveiled electric profiles within hydrogen bonds suggest DNA base pairs with similar bond strengths', 'Short DNA persistence length in a mesoscopic helical model', 'Spontaneous domain formation in disordered copolymers as a mechanism for chromosome structuring', 'Parallel G-duplex and C-duplex DNA with Uninterrupted Spines of AgI-Mediated Base Pairs')",2.0,,
567,"('Duality and Universal Transport in a Mixed-Dimension Electrodynamics', 'Coherent scattering from semi-infinite non-Hermitian potentials')",2.0,"('Efficient Graph Edit Distance Computation and Verification via Anchor-aware Lower Bound Estimation', 'Improved Algorithms for Computing the Cycle of Minimum Cost-to-Time Ratio in Directed Graphs', 'A SAT+CAS Approach to Finding Good Matrices: New Examples and Counterexamples')",2,"('Flatness results for nonlocal minimal cones and subgraphs', 'Willis Theory via Graphs', 'The list chromatic number of graphs with small clique number', 'Cayley properties of the line graphs induced by of consecutive layers of the hypercube', 'Counting Dominating Sets of Graphs', 'Graph complexity and Mahler measure', 'An upper bound on the distinguishing index of graphs with minimum degree at least two', 'Hook removal operators on the odd Young graph', 'Cycle packings of the complete multigraph', 'Do triangle-free planar graphs have exponentially many 3-colorings?', 'The numbers of edges of 5-polytopes with a given number of vertices', 'On measures of edge-uncolorability of cubic graphs: A brief survey and some new results', 'A Complete Characterization of the 1-Dimensional Intrinsic Cech Persistence Diagrams for Metric Graphs', 'Some algebraic invariants of edge ideal of circulant graphs')",2.0,"('Deep Multiple Instance Feature Learning via Variational Autoencoder', 'Class-Splitting Generative Adversarial Networks', 'Synthesizing Programs for Images using Reinforced Adversarial Learning', 'An empirical study on evaluation metrics of generative adversarial networks', 'The Unusual Effectiveness of Averaging in GAN Training', 'VEEGAN: Reducing Mode Collapse in GANs using Implicit Variational Learning', 'DOPING: Generative Data Augmentation for Unsupervised Anomaly Detection with GAN', 'Evolutionary Generative Adversarial Networks', 'Fictitious GAN: Training GANs with Historical Models', 'Hierarchical Adversarially Learned Inference')",2.0,"('Deciphering noise amplification and reduction in open chemical reaction networks', 'Tier structure of strongly endotactic reaction networks', 'Robustness of functional networks at criticality against structural defects')",2.0,,
568,"('Transient flows in active porous media', 'A Review of Macroscopic Motion in Thermodynamic Equilibrium', 'A Matched Filter Technique For Slow Radio Transient Detection And First Demonstration With The Murchison Widefield Array', 'The Peridynamic Stress Tensors and the Non-local to Local Passage')",2.0,"('Automatic Extrinsic Calibration for Lidar-Stereo Vehicle Sensor Setups', 'Using Inertial Sensors for Position and Orientation Estimation')",2,"('Spaces of orders of some one-relator groups', 'Composition Factors of Tensor Products of Symmetric Powers', 'Inverse system characterizations of the (hereditarily) just infinite property in profinite groups', ""On effective Birkhoff's ergodic theorem for computable actions of amenable groups"", 'Unitary Groups as Stabilizers of Orbits')",2.0,"('Subset Labeled LDA for Large-Scale Multi-Label Classification', 'Understanding Membership Inferences on Well-Generalized Learning Models', 'Semi-Supervised Approaches to Efficient Evaluation of Model Prediction Performance', 'Alternate Estimation of a Classifier and the Class-Prior from Positive and Unlabeled Data', 'Dropout-based Active Learning for Regression', 'Stability Enhanced Large-Margin Classifier Selection', 'Optimizing Prediction Intervals by Tuning Random Forest via Meta-Validation', 'GuideR: a guided separate-and-conquer rule learning in classification, regression, and survival settings')",2.0,"('Thermoregulation in mice, rats and humans: An insight into the evolution of human hairlessness', 'How Criticality of Gene Regulatory Networks Affects the Resulting Morphogenesis under Genetic Perturbations', 'In silico evolution of signaling networks using rule-based models: bistable response dynamics')",2.0,,
569,"('Role of Vanadyl Oxygen in Understanding Metallic Behavior of V2O5(001) Nanorods', 'Oxygen reduction mechanisms in nanostructured La0.8Sr0.2MnO3 cathodes for Solid Oxide Fuel Cells', 'Synthesis, Crystal Structure, and Physical Properties of New Layered Oxychalcogenide La2O2Bi3AgS6', 'Transforming Single Domain Magnetic CoFe2O4 Nanoparticles from Hydrophobic to Hydrophilic By Novel Mechanochemical Ligand Exchange')",2.0,"('The Australian PCEHR system: Ensuring Privacy and Security through an Improved Access Control Mechanism', 'Learning best K analogies from data distribution for case-based software effort estimation')",2,"('Local methods for blocks of finite simple groups', 'Bounding the composition length of primitive permutation groups and completely reducible linear groups', 'Autocommuting probability of a finite group relative to its subgroups', 'Short Laws for Finite Groups and Residual Finiteness Growth', 'The depth of a finite simple group', ""Cherlin's conjecture for almost simple groups of Lie rank 1"")",2.0,"('Analysis of Multivariate Data and Repeated Measures Designs with the R Package MANOVA.RM', 'Are Thousands of Samples Really Needed to Generate Robust Gene-List for Prediction of Cancer Outcome?', 'Second-generation p-values: improved rigor, reproducibility, & transparency in statistical analyses', 'Robust Identification of Target Genes and Outliers in Triple-negative Breast Cancer Data', 'Disruptive Behavior Disorder (DBD) Rating Scale for Georgian Population', 'Large-scale diversity estimation through surname origin inference', 'A Geometric Perspective on the Power of Principal Component Association Tests in Multiple Phenotype Studies')",2.0,"('Implementation of Control Strategies for Sterile Insect Techniques', 'Mathematical model of immune response to hepatitis B', 'Some simple rules for estimating reproduction numbers in the presence of reservoir exposure or imported cases', 'Analysis of bacterial population growth using extended logistic growth model with distributed delay')",2.0,,
570,"('Revisiting (logarithmic) scaling relations using renormalization group', 'Multi-kink collisions in the $ϕ^6$ model', 'Stable absorbing boundary conditions for molecular dynamics in general domains')",2.0,"('Hierarchical Bloom Filter Trees for Approximate Matching', 'xSDK Foundations: Toward an Extreme-scale Scientific Software Development Kit')",2,"('A finite element approximation for the stochastic Maxwell--Landau--Lifshitz--Gilbert system', 'Uniform Spectral Convergence of the Stochastic Galerkin Method for the Linear Semiconductor Boltzmann Equation with Random Inputs and Diffusive Scalings', 'Path-by-path regularization by noise for scalar conservation laws', 'Strong Convergence Rate of Splitting Schemes for Stochastic Nonlinear Schrödinger Equations', 'The Discrete Stochastic Galerkin Method for Hyperbolic Equations with Non-smooth and Random Coefficients')",2.0,"('Tensor Robust Principal Component Analysis with A New Tensor Nuclear Norm', 'Streaming Kernel PCA with $\\tilde{O}(\\sqrt{n})$ Random Features', 'Clipped Matrix Completion: A Remedy for Ceiling Effects', 'Robust Subspace Learning: Robust PCA, Robust Subspace Tracking, and Robust Subspace Recovery', 'Active matrix completion with uncertainty quantification', 'Lasso ANOVA Decompositions for Matrix and Tensor Data')",2.0,"('Competing evolutionary paths in growing populations with applications to multidrug resistance', 'Exploration-exploitation tradeoffs dictate the optimal distributions of phenotypes for populations subject to fitness fluctuations', 'Not even wrong: The spurious link between biodiversity and ecosystem functioning', 'How Many Subpopulations is Too Many? Exponential Lower Bounds for Inferring Population Histories', 'Phylogenetic networks that are their own fold-ups', 'A model for random fire induced tree-grass coexistence in savannas', 'The same strain of Piscine orthoreovirus (PRV-1) is involved with the development of different, but related, diseases in Atlantic and Pacific Salmon in British Columbia', 'The sequential loss of allelic diversity', 'Eco-evolutionary feedbacks - theoretical models and perspectives', 'Hybrid Sterility Can Only be Primary When Acting as a Reproductive Barrier for Sympatric Speciation,', 'Network flow of mobile agents enhances the evolution of cooperation', 'Anticipation: an effective evolutionary strategy for a sub-optimal population in a cyclic environment', 'Immigration-induced phase transition in a regulated multispecies birth-death process', 'Fine-scale population structure analysis in Armadillidium vulgare (Isopoda: Oniscidea) reveals strong female philopatry', 'Implementation of Control Strategies for Sterile Insect Techniques', 'Non-equilibrium time dynamics of genetic evolution', 'Environmental feedback drives cooperation in spatial social dilemmas', 'Sex-biased dispersal: a review of the theory', 'The agreement distance of rooted phylogenetic networks', 'Introducing AIC model averaging in ecological niche modeling: a single-algorithm multi-model strategy to account for uncertainty in suitability predictions', 'Interference effects of deleterious and beneficial mutations in large asexual populations', 'An overview of the marine food web in Icelandic waters using Ecopath with Ecosim', 'Increased adaptability to rapid environmental change can more than make up for the two-fold cost of males', 'Geometric comparison of phylogenetic trees with different leaf sets', 'When few survive to tell the tale: thymus and gonad as auditioning organs: historical overview', 'The phylogenetic effective sample size and jumps', 'Priority effects between annual and perennial plants', 'Universal fitness dynamics through an adaptive resource utilization model', 'Interplay of spatial dynamics and local adaptation shapes species lifetime distributions and species-area relationships', 'Universal and generalizable restoration strategies for degraded ecological networks', 'Impossibility results on stability of phylogenetic consensus methods', 'A remark on the disorienting of species due to the fluctuating environment', 'The inseparability of sampling and time and its influence on attempts to unify the molecular and fossil records', 'Search for Food of Birds, Fish and Insects', 'A unified, mechanistic framework for developmental and evolutionary change', 'Some simple rules for estimating reproduction numbers in the presence of reservoir exposure or imported cases', ""The paradox of Vito Volterra's predator-prey model"", 'Why a Population Genetics Framework is Inappropriate for Cultural Evolution', ""The common patterns of abundance: the log series and Zipf's law"", 'Multi-SpaM: a Maximum-Likelihood approach to Phylogeny reconstruction based on Multiple Spaced-Word Matches', 'Co-evolution of nodes and links: diversity driven coexistence in cyclic competition of three species', 'Combinatorial views on persistent characters in phylogenetics', 'Reconciling cooperation, biodiversity and stability in complex ecological communities', 'Spatial interactions and oscillatory tragedies of the commons', 'Discovering the effect of nonlocal payoff calculation on the stabilty of ESS: Spatial patterns of Hawk-Dove game in metapopulations')",2.0,,
571,"('Synchronous Observation on the Spontaneous Transformation of Liquid Metal under Free Falling Microgravity Situation', 'Formation of High Pressure Gradients at the Free Surface of a Liquid Dielectric in a Tangential Electric Field', 'Cage Size and Jump Precursors in Glass-Forming Liquids: Experiment and Simulations')",2.0,"('Making up for the deficit in a marathon run', 'Measuring scientific buzz')",2,"('Equality of the usual definitions of Brakke flow', 'Bounded solutions for a class of Hamiltonian systems', 'Lipschitz regularity of solutions to two-phase free boundary problems', 'Minimal solutions to generalized Lambda-semiflows and gradient flows in metric spaces', 'Some basic properties of bounded solutions of parabolic equations with p-Laplacian diffusion', 'Linear and Nonlinear Heat Equations on a p-Adic Ball', 'Concentration of $1$-Lipschitz functions on manifolds with boundary with Dirichlet boundary condition', 'Quasiconvex elastodynamics: weak-strong uniqueness for measure-valued solutions', 'Existence and regularity of positive solutions of quasilinear elliptic problems with singular semilinear term', 'R-boundedness Approach to linear third differential equations in a UMD Space')",2.0,"('Sequential testing for structural stability in approximate factor models', 'Confidence Intervals for Quantiles from Histograms and Other Grouped Data', 'Estimating functional time series by moving average model fitting', 'Identifiability and Estimation of Structural Vector Autoregressive Models for Subsampled and Mixed Frequency Time Series', 'Jackknife Empirical Likelihood-based inference for S-Gini indices')",2.0,"('Age-at-harvest models as monitoring and harvest management tools for Wisconsin carnivores', 'The Impact of Information Dissemination on Vaccinating Epidemics in Multiplex Networks')",2.0,,
572,"('One dimensionalization in the spin-1 Heisenberg model on the anisotropic triangular lattice', 'Fermi-edge singularity and the functional renormalization group', 'Jastrow form of the Ground State Wave Functions for Fractional Quantum Hall States', 'Incarnation of Majorana Fermions in Kitaev Quantum Spin Lattice', 'Time-Reversal Breaking in QCD$_4$, Walls, and Dualities in 2+1 Dimensions', 'Mass Preconditioning for the Exact One-Flavor Action in Lattice QCD with Domain-Wall Fermion', 'Fractional quantum Hall systems near nematicity: bimetric theory, composite fermions, and Dirac brackets', 'A functional perspective on emergent supersymmetry', 'Dynamics of the spin-1/2 Heisenberg chain initialized in a domain-wall state', 'Oscillating dipole with fractional quantum source in Aharonov-Bohm electrodynamics')",2.0,"('A polynomial-time approximation algorithm for all-terminal network reliability', 'Pseudo-Separation for Assessment of Structural Vulnerability of a Network')",2,"('Lagrangian fibers of Gelfand-Cetlin systems', 'The Tutte embedding of the mated-CRT map converges to Liouville quantum gravity', 'The equivariant index of twisted dirac operators and semi-classical limits', 'Free fermions on a piecewise linear four-manifold. II: Pachner moves')",2.0,"('Efficient Online Bandit Multiclass Learning with $\\tilde{O}(\\sqrt{T})$ Regret', 'Learning Robust Options', 'A General Framework of Multi-Armed Bandit Processes by Arm Switch Restrictions')",2.0,"('Micro-sized cold atmospheric plasma source for brain and breast cancer treatment', 'Single-cell diffraction tomography with optofluidic rotation about a tilted axis', 'Refractive index measurements of single, spherical cells using digital holographic microscopy', 'Routing in FRET-based Nanonetworks')",2.0,,
573,"('Star Formation Activity in the molecular cloud G35.20$-$0.74: onset of cloud-cloud collision', 'A Framework for Relating the Structures and Recovery Statistics in Pressure Time-Series Surveys for Dust Devils', 'Birth of a subaqueous barchan dune', 'What pebbles are made of: Interpretation of the V883 Ori disk', 'Dynamics of Porous Dust Aggregates and Gravitational Instability of Their Disk', 'The Sizes and Depletions of the Dust and Gas Cavities in the Transitional Disk J160421.7-213028', 'Planetesimal formation by the streaming instability in a photoevaporating disk')",2.0,"('End-to-End Information Extraction without Token-Level Supervision', 'Deep Reinforcement Learning for Inquiry Dialog Policies with Logical Formula Embeddings', 'KeyVec: Key-semantics Preserving Document Representations')",2,"('Measurably entire functions and their growth', 'Bounding the Radius of Convergence of Analytic Functions', 'On the multipliers of repelling periodic points of entire functions')",2.0,"('Sparse mean localization by information theory', 'Curse of Heterogeneity: Computational Barriers in Sparse Mixture Models and Phase Retrieval', 'Model-based Clustering with Sparse Covariance Matrices', 'Non-Gaussian Component Analysis using Entropy Methods')",2.0,"('Thermoregulation in mice, rats and humans: An insight into the evolution of human hairlessness', 'When do we have the power to detect biological interactions in spatial point patterns?', 'The clock of chemical evolution', 'Biochemical Coupling Through Emergent Conservation Laws', 'The origin and early evolution of life in chemical complexity space', 'Theory of circadian metabolism', 'Thermodynamic Mechanism of Life and Aging')",2.0,,
574,"('Multiphase Flows of N Immiscible Incompressible Fluids: An Outflow/Open Boundary Condition and Algorithm', 'Slow and Long-ranged Dynamical Heterogeneities in Dissipative Fluids')",2.0,"('Diffraction-Aware Sound Localization for a Non-Line-of-Sight Source', 'Self-supervised learning: When is fusion of the primary and secondary sensor cue useful?')",2,"('Explicit evaluation of harmonic sums', 'On a Neumann-type series for modified Bessel functions of the first kind', ""Contiguous Relations, Laplace's Methods and Continued Fractions for 3F2(1)"")",2.0,"('Sequential testing for structural stability in approximate factor models', 'Identifiability and Estimation of Structural Vector Autoregressive Models for Subsampled and Mixed Frequency Time Series', 'Jackknife Empirical Likelihood-based inference for S-Gini indices', 'Semiparametric panel data models using neural networks')",2.0,"('Species tree inference from genomic sequences using the log-det distance', 'A quick guide for student-driven community genome annotation', 'Bridging trees for posterior inference on Ancestral Recombination Graphs', 'Analysis of evolutionary origins of genomic loci harboring 59,732 candidate human-specific regulatory sequences identifies genetic divergence patterns during evolution of Great Apes', 'Use of Genome Information-Based Potentials to Characterize Human Adaptation')",2.0,,
575,"('Ultrahigh Magnetic Field Phases in Frustrated Triangular-lattice Magnet CuCrO$_2$', 'Transitions from a Kondo-like diamagnetic insulator into a modulated ferromagnetic metal in $\\bm{\\mathrm{FeGa}_{3-y}\\mathrm{Ge}_y}$')",2.0,"('Tree Structured Synthesis of Gaussian Trees', 'Approximating the Backbone in the Weighted Maximum Satisfiability Problem', 'A SAT+CAS Approach to Finding Good Matrices: New Examples and Counterexamples', 'An Efficient Load Balancing Method for Tree Algorithms')",2,"('Representing numbers as the sum of squares and powers in the ring $\\mathbb{Z}_n$', 'More new classes of permutation trinomials over $\\mathbb{F}_{2^n}$', 'Some preliminary results on the set of principal congruences of a finite lattice', 'Iteration of Quadratic Polynomials Over Finite Fields')",2.0,"('TIDBD: Adapting Temporal-difference Step-sizes Through Stochastic Meta-descent', 'Hessian-based Analysis of Large Batch Training and Robustness to Adversaries', 'Gotta Learn Fast: A New Benchmark for Generalization in RL')",2.0,"('Conformation Clustering of Long MD Protein Dynamics with an Adversarial Autoencoder', 'Protein Mutation Stability Ternary Classification using Neural Networks and Rigidity Analysis', 'Distance-based Protein Folding Powered by Deep Learning', 'Protein Classification using Machine Learning and Statistical Techniques: A Comparative Analysis', 'Latent Molecular Optimization for Targeted Therapeutic Design')",2.0,,
576,"('Improving the phase response of an atom interferometer by means of temporal pulse shaping', 'Highly sensitive atomic based MW interferometry')",2.0,"('Optimal Input Placement in Lattice Graphs', 'GraphCombEx: A Software Tool for Exploration of Combinatorial Optimisation Properties of Large Graphs', 'Improved Algorithms for Computing the Cycle of Minimum Cost-to-Time Ratio in Directed Graphs')",2,"('Higher structure in the unstable Adams spectral sequence', 'On noncommutative geometry of the Standard Model: fermion multiplet as internal forms', 'The infinity-Fucik spectrum', 'Orientability of the moduli space of Spin(7)-instantons', 'Free fermions on a piecewise linear four-manifold. II: Pachner moves')",2.0,"('Auto-Meta: Automated Gradient Based Meta Learner Search', 'An Unsupervised Learning Classifier with Competitive Error Performance', 'How Complex is your classification problem? A survey on measuring classification complexity')",2.0,"('Microfluidics for Chemical Synthesis: Flow Chemistry', 'Modelling thermo-electro-mechanical effects in orthotropic cardiac tissue', 'The Development of Microfluidic Systems within the Harrison Research Team', 'Fluid flows shaping organism morphology', 'Collective Dynamics of Self-propelled Semiflexible Filaments', 'The morphodynamics of 3D migrating cancer cells', 'Theoretical aspects of microscale acoustofluidics', 'Caulking the Leakage Effect in MEEG Source Connectivity Analysis')",2.0,,
577,"('Spin mediated enhanced negative magnetoresistance in Ni80Fe20 and p-silicon bilayer', 'Bias voltage effects on tunneling magnetoresistance in Fe/MgAl${}_2$O${}_4$/Fe(001) junctions: Comparative study with Fe/MgO/Fe(001) junctions', 'Origins of bond and spin order in rare-earth nickelate bulk and heterostructures', 'Carrier driven coupling in ferromagnetic oxide heterostructures', 'Current induced magnetization switching in PtCoCr structures with enhanced perpendicular magnetic anisotropy and spin-orbit torques')",2.0,"('Greedy Strategy Works for Clustering with Outliers and Coresets Construction', 'Distance-to-Mean Continuous Conditional Random Fields to Enhance Prediction Problem in Traffic Flow Data')",2,"('Gaussian fluctuations of Jack-deformed random Young diagrams', 'Control Strategies for the Fokker-Planck Equation', 'Feedback optimal controllers for the Heston model', 'Path-by-path regularization by noise for scalar conservation laws', 'Lyapunov exponents for products of matrices')",2.0,"('Efficient Online Bandit Multiclass Learning with $\\tilde{O}(\\sqrt{T})$ Regret', 'Regret Bounds for Reinforcement Learning via Markov Chain Concentration', 'Learning Robust Options', 'A General Framework of Multi-Armed Bandit Processes by Arm Switch Restrictions')",2.0,"('Mechanical Instability Leading Epithelial Cell Delamination', 'Origin of soft glassy rheology in the cytoskeleton', 'Morphology and Motility of Cells on Soft Substrates', 'Fiber plucking by molecular motors yields large emergent contractility in stiff biopolymer networks')",2.0,,
578,"('Excited states of defect lines in silicon: A first-principles study based on hydrogen cluster analogues', 'Refracting Metasurfaces without Spurious Diffraction', 'Continuous-wave virtual-state lasing from cold ytterbium atoms', 'Achromatic super-oscillatory lenses with sub-wavelength focusing', 'Absorption and Emission Probabilities of Electrons in Electric and Magnetic Fields for FEL', 'Large second harmonic generation enhancement in SiN waveguides by all-optically induced quasi phase matching', 'Geometrical dependence of domain wall propagation and nucleation fields in magnetic domain wall sensor devices')",2.0,"('Randomly coloring simple hypergraphs with fewer colors', 'Extension complexity of stable set polytopes of bipartite graphs', 'Computing maximum cliques in $B_2$-EPG graphs', 'Out-degree reducing partitions of digraphs', 'Planar Graph Perfect Matching is in NC', 'Surjective H-Colouring over Reflexive Digraphs', 'Perfect Edge Domination: Hard and Solvable Cases', 'Minor-free graphs have light spanners', 'The Geodetic Hull Number is Hard for Chordal Graphs', 'Simple Necessary Conditions for the Existence of a Hamiltonian Path with Applications to Cactus Graphs', 'L-Graphs and Monotone L-Graphs')",2,"('On nonlinear profile decompositions and scattering for a NLS-ODE model', 'Second-Order Analysis and Numerical Approximation for Bang-Bang Bilinear Control Problems', 'Well-posedness of a Model for the Growth of Tree Stems and Vines', 'Variational methods for steady-state Darcy/Fick flow in swollen and poroelastic solids', 'A fast numerical method for ideal fluid flow in domains with multiple stirrers', 'A cyclic system with delay and its characteristic equation', 'A Theory of Solvability for Lossless Power Flow Equations -- Part I: Fixed-Point Power Flow')",2.0,"('Gated Multimodal Units for Information Fusion', 'Visual Reasoning with Multi-hop Feature Modulation', 'Advantages of versatile neural-network decoding for topological codes')",2.0,"('Reliable counting of weakly labeled concepts by a single spiking neuron model', 'A neural network trained to predict future video frames mimics critical properties of biological neuronal responses and perception', 'A theoretical framework for retinal computations: insights from textbook knowledge', 'Sparse Coding Predicts Optic Flow Specificities of Zebrafish Pretectal Neurons', 'A metric model for the functional architecture of the visual cortex')",2.0,,
579,"('Transitions from a Kondo-like diamagnetic insulator into a modulated ferromagnetic metal in $\\bm{\\mathrm{FeGa}_{3-y}\\mathrm{Ge}_y}$', 'Enhanced spin ordering temperature in ultrathin FeTe films grown on a topological insulator', 'Magnetization spin dynamics in a (LuBi)3Fe5O12 (BLIG) epitaxial film', 'Evolution of antiferromagnetic domains in the all-in-all-out ordered pyrochlore Nd$_2$Zr$_2$O$_7$', 'Static and Fluctuating Magnetic Moments in the Ferroelectric Metal LiOsO$_3$')",2.0,"('Complexity of Deciding Detectability in Discrete Event Systems', 'Tree Structured Synthesis of Gaussian Trees', 'Approximating the Backbone in the Weighted Maximum Satisfiability Problem', 'An Efficient Load Balancing Method for Tree Algorithms')",2,"('Spaces of orders of some one-relator groups', 'On the self-duality of rings of integers in tame and abelian extensions', 'On a question of Buchweitz about ranks of syzygies of modules of finite length', ""Complete reducibility, Kulshammer's question, conjugacy classes: a D_4 example"", 'Unitary Groups as Stabilizers of Orbits', 'Defining Equations of Nilpotent Orbits for Borel Subgroups of Modality Zero in Type $A_{n}$')",2.0,"('Dynamic Shrinkage Processes', 'Information Perspective to Probabilistic Modeling: Boltzmann Machines versus Born Machines')",2.0,"('Flux cost functions and the choice of metabolic fluxes', 'When do we have the power to detect biological interactions in spatial point patterns?', 'Most Probable Evolution Trajectories in a Genetic Regulatory System Excited by Stable Lévy Noise')",2.0,,
580,"('Multi-time correlators in continuous measurement of qubit observables', 'The Two-fold Role of Observables in Classical and Quantum Kinematics', 'Quantum Speed Limit is Not Quantum', 'Axiomatic quantum mechanics: Necessity and benefits for the physics studies', 'Heads or tails in zero gravity: an example of a classical contextual ""measurement""', 'On the Status of the Measurement Problem: Recalling the Relativistic Transactional Interpretation', ""Bohm's approach to quantum mechanics: Alternative theory or practical picture?"")",2.0,"('Attention-based Natural Language Person Retrieval', 'Neural Machine Translation')",2,"('Equivariant infinite loop space theory, I. The space level story', 'On noncommutative geometry of the Standard Model: fermion multiplet as internal forms', 'Towards Noncommutative Topological Quantum Field Theory: New invariants for 3-manifolds')",2.0,"('Bayesian adaptive bandit-based designs using the Gittins index for multi-armed trials with normally distributed endpoints', 'Analysis-of-marginal-Tail-Means (ATM): a robust method for discrete black-box optimization', 'An Information-Theoretic Analysis for Thompson Sampling with Many Actions', 'Semiparametric Contextual Bandits')",2.0,"('Identification of microRNA clusters cooperatively acting on Epithelial to Mesenchymal Transition in Triple Negative Breast Cancer', 'Computational modeling approaches in gonadotropin signaling', 'Comments on the National Toxicology Program Report on Cancer, Rats and Cell Phone Radiation')",2.0,,
